LINK;TITULO;DESCR;MATERIA
https://br.linkedin.com/jobs/view/est%C3%A1gio-engenharia-projetos-at-wika-do-brasil-2973314777?refId=OQbNm0kkgCwLM5kHZqgoXA%3D%3D&trackingId=MjKnFw%2FoC4myEz7cpti4lw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio Engenharia - Projetos;   DESCRICAOSe voce quer ser o protagonista da sua propria carreira   acredita na lideranca pelo exemplo e tem interesse em fazer parte de um ambiente colaborativo   que fomenta a inovacao e acredita na diversidade   na equidade e na igualdade de oportunidades   entao   o seu lugar e aqui na WIKA.Inscreva-se e venha protagonizar com a gente! Faca parte da nossa jornada de transformacao!Ao longo dos ultimos 75 anos a WIKA construiu uma reputacao como um renomado parceiro e especialista competente para qualquer tarefa relacionada a tecnologia de medicao. A confiabilidade dos produtos e a disposicao para enfrentar todos os desafios do mercado foram fatores importantes para a WIKA alcancar uma posicao de lideranca no mercado global.O Grupo WIKA dedica-se por manter e melhorar a tecnologia de medicao da pressao   temperatura   forca   nivel e tambem nos campos de medicao de vazao   calibracao e solucoes de gas SF6. Saiba mais sobre o nosso negocio em: www.wika.comRESPONSABILIDADES E ATRIBUICOESO candidato fara parte do time da area comercial e participando ativamente no atendimento ao cliente em projetos e realizara interfaces com outros departamentos. Apoiara o desenvolvimento de novas ferramentas e suporte a estrutura comercial atual. Apoio a area Comercial na elaboracao de propostas tecnicas na vendas de equipamentos de instrumentacao. Trabalhara em um ambiente humanizado   dinamico e de muito aprendizado!Numero de vagas: 2Local de trabalho: Boituva   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Mecanica   MecatronicaNivel hierarquico: TraineeREQUISITOSTempo de experiencia: Sem experienciaEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia de producao/industrial   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorAutomacao industrial   Ensino SuperiorEngenharia eletrica   Ensino SuperiorHABILIDADESMind Set AgilAdaptacaoFlexibilidadeTrabalho em EquipeComunicacaoColaboracaoBENEFICIOSCesta BasicaEstacionamentoVale transporteUniversidade CorporativaSeguro de vidaRefeitorio no localRecesso escolarConvenio medico          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/est%C3%A1gio-na-%C3%A1rea-produ%C3%A7%C3%A3o-at-empresa-multinacional-3036300526?refId=OQbNm0kkgCwLM5kHZqgoXA%3D%3D&trackingId=XN5aXwPlTxXJAOtNQ6W4gA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card;Estagio na area Producao;   Atribuicoes - Estagiar conhecendo e auxiliando nas rotinas da area de producao.Competencias - Ter vontade de aprender e iniciar sua carreira profissional.Cursando - Gestao da Producao / industrial - Engenharia da Producao/ Mecanica / Quimica / Eletrica / Automacao / Mecatronica.Disponibilidade para estagiar 06 horas diarias   sendo 100% presencial na unidade da empresa - Verallia em Jacutinga - MG.A Verallia e uma empresa de 10 mil colaboradores em todo o mundo   e quer que voce faca parte desse time. Uma empresa numerosa que possui uma visao global   sem deixar de lado as necessidades locais.Participe - Venha fazer parte do time   onde promovemos a diversidade e inclusao.          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/estagi%C3%A1rio-de-manuten%C3%A7%C3%A3o-at-elis-brasil-3021507562?refId=NuVQ9IlHwHXDl2yK8KoLvg%3D%3D&trackingId=WQfIl%2BO4mOtrHori5MeErQ%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagiario de Manutencao;   DESCRICAOControle e lancamento de dados em planilhas Excel  Elaboracao e controle de indicadores de manutencao  Atualizacao de check-list de manutencao  Controle de compras e estoque de pecas  Organizacao de arquivos e projetos de maquinas e equipamentos  Local de trabalho: Belo Horizonte   MGRegime de contratacao de tipo: EstagioJornada: Periodo IntegralArea e especializacao profissional: Engenharia - Engenharia Mecanica   MecatronicaNivel hierarquico: EstagiarioREQUISITOSTempo de experiencia: Sem experienciaEscolaridade Minima: Ensino SuperiorFormacao DesejadaAutomacao industrial   Ensino SuperiorEngenharia eletrica   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorHABILIDADESExcel Intermediario ao Avancado           Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/est%C3%A1gio-com%C3%A9rcio-exterior-at-wika-do-brasil-2973027385?refId=NuVQ9IlHwHXDl2yK8KoLvg%3D%3D&trackingId=WnWTDb4x7yXq%2Fko5heu5AA%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio Comercio Exterior;   DESCRICAOSe voce quer ser o protagonista da sua propria carreira   acredita na lideranca pelo exemplo e tem interesse em fazer parte de um ambiente colaborativo   que fomenta a inovacao e acredita na diversidade   na equidade e na igualdade de oportunidades   entao   o seu lugar e aqui na WIKA.Inscreva-se e venha protagonizar com a gente! Faca parte da nossa jornada de transformacao!Ao longo dos ultimos 75 anos a WIKA construiu uma reputacao como um renomado parceiro e especialista competente para qualquer tarefa relacionada a tecnologia de medicao. A confiabilidade dos produtos e a disposicao para enfrentar todos os desafios do mercado foram fatores importantes para a WIKA alcancar uma posicao de lideranca no mercado global.O Grupo WIKA dedica-se por manter e melhorar a tecnologia de medicao da pressao   temperatura   forca   nivel e tambem nos campos de medicao de vazao   calibracao e solucoes de gas SF6. Saiba mais sobre o nosso negocio em: www.wika.comRESPONSABILIDADES E ATRIBUICOESO candidato fara parte do time de Comercio Exterior e participara de muitas interfaces com outros departamentos. Apoiara o desenvolvimento e implantacao de novas ferramentas e suporte a estrutura atual existente. Trabalhara em um ambiente humanizado   dinamico e de muito aprendizado!AtividadesREQUISITOS Auxilio em exportacao   emissao de fatura comercial   packing list   certificado de origem   solicitacao de reserva com agentes de carga e despachante aduaneiro   follow up de pedido de venda.Local de trabalho: Ipero   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Comercio Exterior   Importacao   Exportacao - Comercio Exterior   TraderNivel hierarquico: TraineeTempo de experiencia: Sem experienciaEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia metalurgica e de materiais   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorHABILIDADESMind Set AgilAdaptacaoColaboracaoTrabalho em EquipeComunicacaoFlexibilidadeBENEFICIOSConvenio medicoRefeitorio no localRecesso escolarVale transporteEstacionamentoCesta BasicaSeguro de vidaUniversidade Corporativa          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/est%C3%A1gio-qualidade-engenheiro-tecn%C3%B3logo-at-wika-do-brasil-2973315488?refId=NuVQ9IlHwHXDl2yK8KoLvg%3D%3D&trackingId=ieZhKLGPZUrSC9edC0odCw%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card;Estagio Qualidade (Engenheiro/Tecnologo);   DESCRICAOSe voce quer ser o protagonista da sua propria carreira   acredita na lideranca pelo exemplo e tem interesse em fazer parte de um ambiente colaborativo   que fomenta a inovacao e acredita na diversidade   na equidade e na igualdade de oportunidades   entao   o seu lugar e aqui na WIKA. Inscreva-se e venha protagonizar com a gente! Faca parte da nossa jornada de transformacao!Ao longo dos ultimos 75 anos a WIKA construiu uma reputacao como um renomado parceiro e especialista competente para qualquer tarefa relacionada a tecnologia de medicao. A confiabilidade dos produtos e a disposicao para enfrentar todos os desafios do mercado foram fatores importantes para a WIKA alcancar uma posicao de lideranca no mercado global.O Grupo WIKA dedica-se por manter e melhorar a tecnologia de medicao da pressao   temperatura   forca   nivel e tambem nos campos de medicao de vazao   calibracao e solucoes de gas SF6. Saiba mais sobre o nosso negocio em: www.wika.comRESPONSABILIDADES E ATRIBUICOESO candidato fara parte do time de Qualidade e participara de muitas interfaces com outros departamentos. Estara em meio a novas tecnologias a serem implementadas   desenvolvimento de novas ferramentas e suporte da estrutura atual existente. Participara com a equipe de qualidade de projetos que estao sendo executados e planejados. Trabalhara em um ambiente humanizado   dinamico e de muito aprendizado!Numero de vagas: 2Local de trabalho: Ipero   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia de AutomacaoNivel hierarquico: EstagiarioREQUISITOSTempo de experiencia: Sem experienciaEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia de producao/industrial   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorAutomacao industrial   Ensino SuperiorHABILIDADESMind Set AgilAdaptacaoComunicacaoTrabalho em EquipeColaboracaoFlexibilidadeBENEFICIOSConvenio medicoRefeitorio no localRecesso escolarVale transporteEstacionamentoCesta BasicaSeguro de vidaUniversidade Corporativa          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/estagi%C3%A1rio-em-customer-service-ind%C3%BAstria-at-soulan-2977041281?refId=Ne9s0TTVgtWoCKc05YtwZw%3D%3D&trackingId=87ppsZ8NRbw%2FPHHxn3VoJQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card;Estagiario em Customer Service (Industria);   DESCRICAORequisitosFormacao: Ensino Superior Cursando (Engenharia   Administracao ou Economia)Idioma: Ingles AvancadoConhecimentos: Excel Intermediario/AvancadoExperiencia: nao necessarioInformacoes Da VagaPrincipais atribuicoes:Controle de relatorios gerenciais a nivel Brasil e Argentina. Com comunicacao direta com Estados Unidos e Japao. Elaboracao e controle de Previsao de Demanda a curto   medio e longo prazo. Controle de KPI's de peformance do setor vendas industrial e aftermarket.Remuneracao: compativel com o mercadoTipo da Vaga: CLT - EstagioHorario de Trabalho: segunda a sexta das 08h00 as 15h00Local de Trabalho: Suzano - SPLocal de trabalho: Suzano   SPRegime de contratacao de tipo: EstagioJornada: Parcial tardesArea e especializacao profissional: Engenharia - Engenharia Mecanica   MecatronicaNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorBENEFICIOSAssistencia medicaRestaurante internoSeguro de VidaParticipacao nos lucrosVale-alimentacaoVale-transporte          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/est%C3%A1gio-engenharia-at-wika-do-brasil-2973030250?refId=Ne9s0TTVgtWoCKc05YtwZw%3D%3D&trackingId=yt3D%2FDLR7q9ILtM5mzOg7w%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card;Estagio Engenharia;   DESCRICAOSe voce quer ser o protagonista da sua propria carreira   acredita na lideranca pelo exemplo e tem interesse em fazer parte de um ambiente colaborativo   que fomenta a inovacao e acredita na diversidade   na equidade e na igualdade de oportunidades   entao   o seu lugar e aqui na WIKA.Inscreva-se e venha protagonizar com a gente! Faca parte da nossa jornada de transformacao!Ao longo dos ultimos 75 anos a WIKA construiu uma reputacao como um renomado parceiro e especialista competente para qualquer tarefa relacionada a tecnologia de medicao. A confiabilidade dos produtos e a disposicao para enfrentar todos os desafios do mercado foram fatores importantes para a WIKA alcancar uma posicao de lideranca no mercado global.O Grupo WIKA dedica-se por manter e melhorar a tecnologia de medicao da pressao   temperatura   forca   nivel e tambem nos campos de medicao de vazao   calibracao e solucoes de gas SF6. Saiba mais sobre o nosso negocio em: www.wika.comRESPONSABILIDADES E ATRIBUICOESO candidato fara parte do time de Engenharia e participara de muitas interfaces com outros departamentos. Apoiara no desenvolvimento e implantacao de novas ferramentas e suporte a estrutura atual. Trabalhara em um ambiente humanizado   dinamico e de muito aprendizado!AtividadesREQUISITOS Auxilio na tomada de tempos de producao   desenvolvimento de SOP's   balanceamento das operacoes e etapas da producao   adaptacao de processo/componentes para reducao de custo   melhoria e adequacao dos KPI's de producao   melhoria de processs visando a reducao de custos.Local de trabalho: Boituva   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia de AutomacaoNivel hierarquico: TraineeTempo de experiencia: Sem experienciaEscolaridade Minima: Ensino SuperiorFormacao DesejadaAutomacao industrial   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorHABILIDADESTrabalho em EquipeComunicacaoColaboracaoMind Set AgilFlexibilidadeAdaptacaoBENEFICIOSCesta BasicaConvenio medicoSeguro de vidaRefeitorio no localEstacionamentoVale transporteUniversidade CorporativaRecesso escolar          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/est%C3%A1gio-engenharia-at-wika-do-brasil-2973025827?refId=Ne9s0TTVgtWoCKc05YtwZw%3D%3D&trackingId=3rgvo9V%2B5NzYvxTrizmvww%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card;Estagio Engenharia;   DESCRICAOSe voce quer ser o protagonista da sua propria carreira   acredita na lideranca pelo exemplo e tem interesse em fazer parte de um ambiente colaborativo   que fomenta a inovacao e acredita na diversidade   na equidade e na igualdade de oportunidades   entao   o seu lugar e aqui na WIKA.Inscreva-se e venha protagonizar com a gente! Faca parte da nossa jornada de transformacao!Ao longo dos ultimos 75 anos a WIKA construiu uma reputacao como um renomado parceiro e especialista competente para qualquer tarefa relacionada a tecnologia de medicao. A confiabilidade dos produtos e a disposicao para enfrentar todos os desafios do mercado foram fatores importantes para a WIKA alcancar uma posicao de lideranca no mercado global.O Grupo WIKA dedica-se por manter e melhorar a tecnologia de medicao da pressao   temperatura   forca   nivel e tambem nos campos de medicao de vazao   calibracao e solucoes de gas SF6. Saiba mais sobre o nosso negocio em: www.wika.comRESPONSABILIDADES E ATRIBUICOESO candidato fara parte do time de Engenharia e participara de muitas interfaces com outros departamentos. Apoiara no desenvolvimento e implantacao de novas ferramentas e suporte a estrutura atual. Trabalhara em um ambiente humanizado   dinamico e de muito aprendizado!AtividadesREQUISITOS Auxilio na tomada de tempos de producao   desenvolvimento de SOP's   balanceamento das operacoes e etapas da producao   adaptacao de processo/componentes para reducao de custo   melhoria e adequacao dos KPI's de producao   melhoria de processs visando a reducao de custos.Local de trabalho: Ipero   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia de AutomacaoNivel hierarquico: TraineeTempo de experiencia: Sem experienciaEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia de producao/industrial   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorAutomacao industrial   Ensino SuperiorHABILIDADESColaboracaoComunicacaoTrabalho em EquipeFlexibilidadeAdaptacaoMind Set AgilBENEFICIOSSeguro de vidaCesta BasicaEstacionamentoVale transporteUniversidade CorporativaRecesso escolarRefeitorio no localConvenio medico          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-bp-bunge-engenharias-qu%C3%ADmica-e-%C3%A1reas-afins-at-instituto-euvaldo-lodi-2941635040?refId=Ne9s0TTVgtWoCKc05YtwZw%3D%3D&trackingId=pN2lQc8wIv3NBWSJM8ZXwA%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card;Programa de Estagio BP Bunge Engenharias   Quimica e areas afins;   DESCRICAOPrograma de Estagio 2021  BP Bunge BioenergiaSe voce quer se desenvolver em uma das empresas lideres no mercado de etanol   bioeletricidade e acucar no Brasil   comprometida com os mais altos padroes de seguranca e sustentabilidade   participe do Programa de Estagio da BP Bunge Bioenergia!Buscamos jovens talentos que tenham interesse em conhecer mais do nosso setor e que queiram se desenvolver nas operacoes da industria   agricola   administrativas e corporativas.Oferecemos uma trilha de aprendizagem bastante robusta para que os estagiarios possam se desenvolver nos aspectos tecnicos e comportamentais   alem de uma imersao no Negocio.Nossas vagas no estado de MINAS GERAIS estao localizadas nas cidades de FRUTAL   ITAPAGIPE   ITUIUTABA e SANTA JULIANA.Requisitos Principais Cursando faculdade de nivel superior nos cursos de: Bacharelado em Quimica   Engenharia Agronomica   Agricola   Mecanica   Eletrica   de Energia   Producao   Alimentos   Quimica e afins. Conclusao prevista para Julho/22 a Julho/23   disponibilidade para estagiar 6h/ dia e 30h/ semanais e com tempo habil para deslocamento entre usina- universidade   Disponibilidade para estagiar no periodo diurno   Preferencialmente residir na cidade onde a usina esta localizada   Bons conhecimentos do Pacote Office  Oferecemos bolsa auxilio e beneficios atrativos e de acordo com o mercado.Numero de vagas: 37Local de trabalho: Sao Paulo   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Eletrica   Eletronica   EletrotecnicaNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia quimica   Ensino SuperiorQuimica   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia Agronoma   Ensino SuperiorEngenharia de alimentos   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorBENEFICIOSBeneficios atrativos e de acordo com o mercadoBolsa auxilio          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-bp-bunge-engenharias-qu%C3%ADmica-e-%C3%A1reas-afins-at-instituto-euvaldo-lodi-3043729296?refId=Ne9s0TTVgtWoCKc05YtwZw%3D%3D&trackingId=sEtLU4seaeHf8VqUXlN%2F%2Fw%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card;Programa de Estagio BP Bunge Engenharias   Quimica e areas afins;   DESCRICAOPrograma de Estagio 2021  BP Bunge BioenergiaSe voce quer se desenvolver em uma das empresas lideres no mercado de etanol   bioeletricidade e acucar no Brasil   comprometida com os mais altos padroes de seguranca e sustentabilidade   participe do Programa de Estagio da BP Bunge Bioenergia!Buscamos jovens talentos que tenham interesse em conhecer mais do nosso setor e que queiram se desenvolver nas operacoes da industria   agricola   administrativas e corporativas.Oferecemos uma trilha de aprendizagem bastante robusta para que os estagiarios possam se desenvolver nos aspectos tecnicos e comportamentais   alem de uma imersao no Negocio.Nossas vagas no estado de MINAS GERAIS estao localizadas nas cidades de FRUTAL   ITAPAGIPE   ITUIUTABA e SANTA JULIANA.Requisitos Principais Cursando faculdade de nivel superior nos cursos de: Bacharelado em Quimica   Engenharia Agronomica   Agricola   Mecanica   Eletrica   de Energia   Producao   Alimentos   Quimica e afins. Conclusao prevista para Julho/22 a Julho/23   disponibilidade para estagiar 6h/ dia e 30h/ semanais e com tempo habil para deslocamento entre usina- universidade   Disponibilidade para estagiar no periodo diurno   Preferencialmente residir na cidade onde a usina esta localizada   Bons conhecimentos do Pacote Office  Oferecemos bolsa auxilio e beneficios atrativos e de acordo com o mercado.Numero de vagas: 37Local de trabalho: Sao Paulo   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Eletrica   Eletronica   EletrotecnicaNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia quimica   Ensino SuperiorQuimica   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia Agronoma   Ensino SuperiorEngenharia de alimentos   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorBENEFICIOSBeneficios atrativos e de acordo com o mercadoBolsa auxilio          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-bp-bunge-ms-engenharias-qu%C3%ADmica-e-%C3%A1reas-afins-at-instituto-euvaldo-lodi-3043841721?refId=Ne9s0TTVgtWoCKc05YtwZw%3D%3D&trackingId=W%2BHkYEahJeIIe1QD7HoNig%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card;Programa de Estagio BP Bunge MS Engenharias   Quimica e areas afins;   DESCRICAOPrograma de Estagio 2021  BP Bunge BioenergiaSe voce quer se desenvolver em uma das empresas lideres no mercado de etanol   bioeletricidade e acucar no Brasil   comprometida com os mais altos padroes de seguranca e sustentabilidade   participe do Programa de Estagio da BP Bunge Bioenergia!Buscamos jovens talentos que tenham interesse em conhecer mais do nosso setor e que queiram se desenvolver nas operacoes da industria   agricola   administrativas e corporativas.Oferecemos uma trilha de aprendizagem bastante robusta para que os estagiarios possam se desenvolver nos aspectos tecnicos e comportamentais   alem de uma imersao no Negocio.Nossas vagas no estado de Mato Grosso do Sul estao localizadas na cidade de Ponta Pora.Requisitos Principais Cursando faculdade de nivel superior nos cursos de: Bacharelado em Quimica   Engenharia Agronomica   Agricola   Mecanica   Eletrica   de Energia   Producao   Alimentos   Quimica e afins. Conclusao prevista para Julho/22 a Julho/23   disponibilidade para estagiar 6h/ dia e 30h/ semanais e com tempo habil para deslocamento entre usina- universidade   Disponibilidade para estagiar no periodo diurno   Preferencialmente residir na cidade onde a usina esta localizada   Bons conhecimentos do Pacote Office  Oferecemos bolsa auxilio e beneficios atrativos e de acordo com o mercado.Numero de vagas: 9Regime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Mecanica   MecatronicaNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia de alimentos   Ensino SuperiorEngenharia quimica   Ensino SuperiorQuimica   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia Agronoma   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorBENEFICIOSBeneficios atrativos e de acordo com o mercadoBolsa auxilio          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-bp-bunge-engenharias-qu%C3%ADmica-e-%C3%A1reas-afins-at-instituto-euvaldo-lodi-2941629727?refId=Ne9s0TTVgtWoCKc05YtwZw%3D%3D&trackingId=PRNQKw5CKwQgam287DFhKA%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card;Programa de Estagio BP Bunge Engenharias   Quimica e areas afins;   DESCRICAOPrograma de Estagio 2021  BP Bunge BioenergiaSe voce quer se desenvolver em uma das empresas lideres no mercado de etanol   bioeletricidade e acucar no Brasil   comprometida com os mais altos padroes de seguranca e sustentabilidade   participe do Programa de Estagio da BP Bunge Bioenergia!Buscamos jovens talentos que tenham interesse em conhecer mais do nosso setor e que queiram se desenvolver nas operacoes da industria   agricola   administrativas e corporativas.Oferecemos uma trilha de aprendizagem bastante robusta para que os estagiarios possam se desenvolver nos aspectos tecnicos e comportamentais   alem de uma imersao no Negocio.Nossas vagas no estado de Goias estao localizadas nas cidades de Itumbiara e Edeia.Requisitos Principais Cursando faculdade de nivel superior nos cursos de: Bacharelado em Quimica   Engenharia Agronomica   Agricola   Mecanica   Eletrica   de Energia   Producao   Alimentos   Quimica e afins. Conclusao prevista para Julho/22 a Julho/23   disponibilidade para estagiar 6h/ dia e 30h/ semanais e com tempo habil para deslocamento entre usina- universidade   Disponibilidade para estagiar no periodo diurno   Preferencialmente residir na cidade onde a usina esta localizada   Bons conhecimentos do Pacote Office  Oferecemos bolsa auxilio e beneficios atrativos e de acordo com o mercado.Numero de vagas: 25Local de trabalho: Sao Paulo   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Eletrica   Eletronica   EletrotecnicaNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia quimica   Ensino SuperiorQuimica   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia Agronoma   Ensino SuperiorEngenharia de alimentos   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorBENEFICIOSBeneficios atrativos e de acordo com o mercadoBolsa auxilio          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-bp-bunge-engenharias-qu%C3%ADmica-e-%C3%A1reas-afins-at-instituto-euvaldo-lodi-2941632310?refId=Ne9s0TTVgtWoCKc05YtwZw%3D%3D&trackingId=44so6WqL7H9EV%2BrKI43HkQ%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card;Programa de Estagio BP Bunge Engenharias   Quimica e areas afins;   DESCRICAOPrograma de Estagio 2021  BP Bunge BioenergiaSe voce quer se desenvolver em uma das empresas lideres no mercado de etanol   bioeletricidade e acucar no Brasil   comprometida com os mais altos padroes de seguranca e sustentabilidade   participe do Programa de Estagio da BP Bunge Bioenergia!Buscamos jovens talentos que tenham interesse em conhecer mais do nosso setor e que queiram se desenvolver nas operacoes da industria   agricola   administrativas e corporativas.Oferecemos uma trilha de aprendizagem bastante robusta para que os estagiarios possam se desenvolver nos aspectos tecnicos e comportamentais   alem de uma imersao no Negocio.Nossas vagas no estado de Goias estao localizadas nas cidades de Itumbiara e Edeia.Requisitos Principais Cursando faculdade de nivel superior nos cursos de: Bacharelado em Quimica   Engenharia Agronomica   Agricola   Mecanica   Eletrica   de Energia   Producao   Alimentos   Quimica e afins. Conclusao prevista para Julho/22 a Julho/23   disponibilidade para estagiar 6h/ dia e 30h/ semanais e com tempo habil para deslocamento entre usina- universidade   Disponibilidade para estagiar no periodo diurno   Preferencialmente residir na cidade onde a usina esta localizada   Bons conhecimentos do Pacote Office  Oferecemos bolsa auxilio e beneficios atrativos e de acordo com o mercado.Numero de vagas: 25Local de trabalho: Sao Paulo   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Eletrica   Eletronica   EletrotecnicaNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia quimica   Ensino SuperiorQuimica   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia Agronoma   Ensino SuperiorEngenharia de alimentos   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorBENEFICIOSBeneficios atrativos e de acordo com o mercadoBolsa auxilio          Exibir mais                   Exibir menos;60
https://br.linkedin.com/jobs/view/programa-de-est%C3%A1gio-bp-bunge-engenharias-qu%C3%ADmica-e-%C3%A1reas-afins-at-instituto-euvaldo-lodi-3043841719?refId=Ne9s0TTVgtWoCKc05YtwZw%3D%3D&trackingId=X%2B7EFag7aTtmN1YX1aDtWQ%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card;Programa de Estagio BP Bunge Engenharias   Quimica e areas afins;   DESCRICAOPrograma de Estagio 2021  BP Bunge BioenergiaSe voce quer se desenvolver em uma das empresas lideres no mercado de etanol   bioeletricidade e acucar no Brasil   comprometida com os mais altos padroes de seguranca e sustentabilidade   participe do Programa de Estagio da BP Bunge Bioenergia!Buscamos jovens talentos que tenham interesse em conhecer mais do nosso setor e que queiram se desenvolver nas operacoes da industria   agricola   administrativas e corporativas.Oferecemos uma trilha de aprendizagem bastante robusta para que os estagiarios possam se desenvolver nos aspectos tecnicos e comportamentais   alem de uma imersao no Negocio.Nossas vagas no estado de Goias estao localizadas nas cidades de Itumbiara e Edeia.Requisitos Principais Cursando faculdade de nivel superior nos cursos de: Bacharelado em Quimica   Engenharia Agronomica   Agricola   Mecanica   Eletrica   de Energia   Producao   Alimentos   Quimica e afins. Conclusao prevista para Julho/22 a Julho/23   disponibilidade para estagiar 6h/ dia e 30h/ semanais e com tempo habil para deslocamento entre usina- universidade   Disponibilidade para estagiar no periodo diurno   Preferencialmente residir na cidade onde a usina esta localizada   Bons conhecimentos do Pacote Office  Oferecemos bolsa auxilio e beneficios atrativos e de acordo com o mercado.Numero de vagas: 25Local de trabalho: Sao Paulo   SPRegime de contratacao de tipo: EstagioJornada: Parcial manhasArea e especializacao profissional: Engenharia - Engenharia Eletrica   Eletronica   EletrotecnicaNivel hierarquico: EstagiarioREQUISITOSEscolaridade Minima: Ensino SuperiorFormacao DesejadaEngenharia quimica   Ensino SuperiorQuimica   Ensino SuperiorEngenharia mecanica/mecatronica   Ensino SuperiorEngenharia Agronoma   Ensino SuperiorEngenharia de alimentos   Ensino SuperiorEngenharia de producao/industrial   Ensino SuperiorBENEFICIOSBeneficios atrativos e de acordo com o mercadoBolsa auxilio          Exibir mais                   Exibir menos;60
