Link;Titulo;Desc;Curso
https://www.vagas.com.br/vagas/v2369179/analista-de-planejamento-e-controle;Analista de Planejamento e Controle;A CCPR esta em busca de mais uma conexao para seu time!Somos uma cooperativa que congrega cooperativas de produtores de rurais sendo os cooperados proprietarios da nossa empresa. Reunimos hoje 31 cooperativas dos Estados de Minas Gerais e Goias congregamos 8 5 mil familias de cooperados que tem no leite sua fonte de riqueza e trabalho. A importancia economica da CCPR fica evidente pelos cerca de 20 mil empregos permanentes diretos que geramos considerando a producao o transporte o processamento e a distribuicao de leite. Sao familias que vivem em funcao de uma atividade cada vez mais competitiva que encontram na CCPR a forma segura de ganhar forca no mercado. A CCPR tem como principais negocios   Fabrica de Racoes   Rede de Armazens   Assistencia ao Cooperado e  Suprimento de Leite. Atividades a desempenhar  Promover o orcamento e desdobramento das metas anuais da gerencia  Desenvolver ferramentas para controle e gestao dos resultados de desempenho  Apurar os resultados de desempenho e dar suporte ao tratamento de eventuais desvios  Realizar o acompanhamento de acoes corretivas e solucao de nao conformidades  Auxiliar na formatacao e conducao das reunioes de resultados  Realizar analises e simulacao de cenarios como suporte a tomada de decisao pelos gestores  Elaborar apresentacoes e relatorios executivos dos resultados alcancados  Mapear e otimizar os processos da gerencia de forma a assegurar o aumento de produtividade e a eficiencia operacional  Promover a disseminacao do sistema de gestao para resultados dentro da gerencia. Requisitos  Solida experiencia na area de Planejamento  Excel avancado (sera avaliado)  Conhecimentos em PDCA e ferramentas de Gestao  Desejavel conhecimento no SAP  Desejavel conhecimento em Power BI.;6
https://www.vagas.com.br/vagas/v2382775/tecnico-automacao-ii;Tecnico Automacao II;O Grupo SERES em parceria com empresa multinacional do segmento de saneamento seleciona profissional para atuar na area Operacional.Principais atividades Desenvolver atividades tecnicas de automacao realizando e/ou orientando servicos de manutencao preditiva preventiva e corretiva em instalacoes componentes equipamentos instrumentos e sistemas de automacao controle e rede de telemetria elaborando analisando monitorando e testando trabalhos de infra estrutura de automacao e instrumentacao em campo.As vagas publicadas no site www.gruposeres.com.br e redes sociais (Instagram @gruposeresconsultoria LinkedIn Grupo SERES e Facebook Grupo SERES) sao de total responsabilidade do Grupo SERES nao podendo ser retransmitidas sem autorizacao da empresa. Algumas oportunidades sao divulgadas em sites de anuncio gratuito com objetivo de expandir a divulgacao e atracao de novos candidatos aderentes ao perfil divulgado.As informacoes seguem os padroes de seguranca confidencialidade e sigilo previstos pela Lei Geral de Protecao de Dados. Caso seja identificado a divulgacao em site nao credenciado favor comunicar reportando imediatamente ao cpd@gruposeres.com.brSites credenciados Abler Vagas Rio Vagas Empregos LinkedIn Catho Google For Jobs Adzuna Glassdoor e Indeed.Outros requisitos Requisitos Ensino tecnico em eletromecanica eletronica automacao ou eletrotecnica Conhecimentos do Pacote office Programacao CLP em Diagrama Ladder Diagrama de Blocos ou Texto Estruturado Simbologia para Projetos de Eletrica Hidraulica e Instrumentacao Nomenclaturas Padrao ISA em Automacao Protocolos de Rede de Comunicacao e Instrumentacao Montagem de Paineis Eletricos CNH  Categoria A/B Registro no conselho.;6
https://www.vagas.com.br/vagas/v2382772/tecnico-automacao-ii;Tecnico Automacao II;O Grupo SERES em parceria com empresa multinacional do segmento de saneamento seleciona profissional para atuar na area Operacional.Principais atividades Desenvolver atividades tecnicas de automacao realizando e/ou orientando servicos de manutencao preditiva preventiva e corretiva em instalacoes componentes equipamentos instrumentos e sistemas de automacao controle e rede de telemetria elaborando analisando monitorando e testando trabalhos de infra estrutura de automacao e instrumentacao em campo.As vagas publicadas no site www.gruposeres.com.br e redes sociais (Instagram @gruposeresconsultoria LinkedIn Grupo SERES e Facebook Grupo SERES) sao de total responsabilidade do Grupo SERES nao podendo ser retransmitidas sem autorizacao da empresa. Algumas oportunidades sao divulgadas em sites de anuncio gratuito com objetivo de expandir a divulgacao e atracao de novos candidatos aderentes ao perfil divulgado.As informacoes seguem os padroes de seguranca confidencialidade e sigilo previstos pela Lei Geral de Protecao de Dados. Caso seja identificado a divulgacao em site nao credenciado favor comunicar reportando imediatamente ao cpd@gruposeres.com.brSites credenciados Abler Vagas Rio Vagas Empregos LinkedIn Catho Google For Jobs Adzuna Glassdoor e Indeed.Outros requisitos Requisitos Ensino tecnico em eletromecanica eletronica automacao ou eletrotecnica Conhecimentos do Pacote office Programacao CLP em Diagrama Ladder Diagrama de Blocos ou Texto Estruturado Simbologia para Projetos de Eletrica Hidraulica e Instrumentacao Nomenclaturas Padrao ISA em Automacao Protocolos de Rede de Comunicacao e Instrumentacao Montagem de Paineis Eletricos CNH  Categoria A/B Registro no conselho.;6
https://www.vagas.com.br/vagas/v2362996/analista-de-operacoes;Analista de Operacoes;Temos um desafio para quem  A energia empreendedora vibra eles se movem por curiosidade nunca desistem e se concentram em superar seus proprios limites. Eles dao o maximo porque gostam de trabalhar com comprometimento e dedicacao. Eles vivem as mudancas como oportunidades e aprendem com seus erros. Excelencia e execucao sao fundamentais na maneira como voce faz as coisas. Eles promovem o bom tempo trazem alegria e diversao. Eles sabem como construir com outras pessoas e gostam de trabalhar em equipe. Imagine realizar projetos desafiadores dinamicos e inovadores e ser responsavel por  Reportar e acompanhar indicadores de desempenho da area Acompanhar FIFO nas operacoes inbound (Stage in Check in e Putaway) e Outbound (Picking Packing e Docas) Analisar e acompanhar produtividade / hora direta / dispersao Acompanhar indicadores de People por turno (Absenteismo / Turnover) Acompanhar indicadores de Gestao de Estoques (ocupacao / perfil de ocupacao) Acompanhar indicadores Qualidade (Auditorias / Atendimento CX) Garantir trocas de turno de maneira padronizada Propor e implementar melhorias processuais e sistemicas Atuar junto as demais areas de forma a garantir os objetivos do negocio Requisitos Disponibilidade para atuacao das 22h as 6h segunda a sabado (turno 3)  Graduacao completa nas areas de engenharia administracao logistica ou similares Alto nivel criticidade em processos Facilidade em analises quantitativas e manipulacao dados bem como em analises qualitativas e desenho e implementacao de planos de acao Experiencia em projetos que envolvem times multidisciplinares Experiencia em Operacoes Logisticas (3PL e/ou proprias) Conhecimento intermediario em espanhol e desejavel Conhecimento de Ferramentas de BI (SQL Tableau Power BI) e desejavel Propomos  Fazer parte de uma empresa com espirito empreendedor em que gostamos de pensar em grande e longo prazo. Seja o protagonista do seu desenvolvimento em um ambiente de oportunidades aprendizado crescimento expansao e projetos desafiadores. Compartilhe e aprenda em equipe com otimos profissionais e especialistas. Um excelente ambiente de trabalho com tudo o que voce precisa para viver uma otima experiencia. ) No Mercado Livre trabalhamos para promover uma cultura inclusiva que busque equidade e valorize diferentes perspectivas. Isso se traduz em genero religiao pessoas com deficiencia LGBTQ + raca etnia e diversidade de experiencias. Trabalhamos todas as nossas pesquisas com base nessa premissa. Junte se a nossa equipe! Idiomas Espanhol  Nivel BasicoOutros requisitos Disponibilidade para atuacao no horario das 22h as 6h seg a sabado em Cajamar/SP.;6
https://www.vagas.com.br/vagas/v2376990/lider-de-producao;Lider de Producao;Liderar colaboradores do setor de producao distribuindo tarefas treinamento atribuindo funcoes e verificando para que as mesmas sejam cumpridas dentro dos moldes da empresa.   Desenvolver e treinar o operador multifuncao para futura ocupacao de um posto de lider.   Preparar o setor produtivo conforme solicitacoes dos servicos a serem executados com o objetivo de obter otimos resultados de producao.   Administrar diariamente os componentes e produtos acabados depois de prontos para que sejam inspecionados contados e controlados para que alcance a eficiencia de produtividade desejada.   Analisar os relatorios diarios de producao e qualidade providenciando as respectivas correcoes visando identificar desvios dos padroes no processo produtivo.   Elaborar indicadores e acompanhar diariamente com dados de producao manutencao (maquinas paradas) qualidade seguranca e Lean.   Alocar os recursos tecnicos humanos e financeiros do seu setor visando a obtencao de resultados compativeis com os objetivos fixados.   Gerir o desempenho operacional garantindo os treinamentos e respeito a rotina de fabricacao.   Garantir os apontamentos nos boletins hora a hora e indicadores de resultados.   Realizar escutas periodicas e avaliacao de desempenho na garantia de obtencao de metas e objetivos.    Local Camorim Jacarepagua    Escala 6x1Horario 2o Turno (14h20 as 22h35)3o Turno (22h35 as 06h05)    Necessario    Possuir formacao tecnica.   Estar cursando ou ter concluido ensino superior em Administracao Engenharia de Producao ou afins.   Ter experiencia anterior como gestor de pessoas (acompanhamento de ferias ponto avaliacao de desempenho e outros).   Conhecimento de Lean Manufacturing.   Pacote Office avancado.   Experiencia com controle de indicadores (OEE Qualidade e outros).    Desejavel    Conhecimento do Sistema SAP.   Ter experiencia anterior em Industria.;6
https://www.vagas.com.br/vagas/v2377181/suporte-tecnico-ti-i;Suporte Tecnico TI I;Esta pode ser a oportunidade que voce estava esperando para seguir uma jornada que tenha ainda mais conexao com o seu proposito profissional e de vida! Fazer parte da FADERGS no Ecossistema Anima e acreditar que podemos transformar milhares de vidas pela educacao de qualidade proporcionando a alunas e alunos experiencias unicas personalizadas e inovadoras. Olha so esta vaga! Nosso time de Transformacao Digital  Quais serao as atividades do seu dia a dia   Prestar suporte ao ambiente administrativo e academico   Suporte presencial e remoto para colaboradores   Manutencao do parque de maquinas da unidade   Instalacoes de softwares   Aplicacao de imagens de sistema operacionais   Instalacao/manutencao de impressoras   Controle de indicadores SLAs metricas   Manutencao e organizacao do inventario do parque de equipamentos  O que voce precisa ter para concorrer a vaga   Formacao completa ou em andamento (Curso tecnico de TI ou superior na area de tecnologia)   Conhecimentos solidos em Windows e pacote Office/O365   Desejavel conhecimento em System Center (SCCM)   Desejavel conhecimento em KACE   Experiencia com atendimento de usuarios (Presencial/Remoto)   Conhecimento em micro informatica  Onde voce ira trabalhar  Sede Galeria Luza Horario  13 00  22 00 de 2a a 6a / 08 00  12 00 aos sabados Como funciona nosso processo seletivo  1. Analise dos curriculos 2. Entrevista e Inventario comportamental com nosso time de Recrutamento e Selecao 3. Entrevista Tecnica com a lideranca  Ah e vale lembrar! Nossas vagas tambem sao direcionadas para pessoas com deficiencia. Conheca o Ecossistema Anima Comecamos a nossa jornada em maio de 2003 e atualmente estamos presentes em sete estados brasileiros  Sao Paulo Minas Gerais Santa Catarina Parana Goias Bahia e Sergipe reunindo cerca de 140 mil alunos e aproximadamente 8 mil educadores entre colaboradores e docentes. Somos uma comunidade com ampla estrutura de aprendizagem multidisciplinar que transmite pertencimento e tem os estudantes no centro das decisoes. Enxergamos em cada detalhe novas formas de promover a educacao. Essa e a essencia que nos faz ser diferentes. Esse e o Jeito Anima de Ser. Estamos em busca de pessoas que se sintam estimuladas por desafios sejam empreendedores internos ouvintes atentos abertos ao aprendizado constante e gostem e saibam liderar projetos e desenvolver pessoas.;6
https://www.vagas.com.br/vagas/v2377153/tecnico-de-suporte-ti;Tecnico de Suporte TI;Esta pode ser a oportunidade que voce estava esperando para seguir uma jornada que tenha ainda mais conexao com o seu proposito profissional e de vida! Fazer parte da UniFG no Ecossistema Anima e acreditar que podemos transformar milhares de vidas pela educacao de qualidade proporcionando a alunas e alunos experiencias unicas personalizadas e inovadoras. Na UniFG voce vai conviver com a qualidade academica e o fomento a cultura regional alem do apoio a projetos de preservacao ambiental sempre valorizando a ecologia do semiarido brasileiro. Olha so esta vaga! Nosso time de Transformacao Digital  Quais serao as atividades do seu dia a dia  Executar o suporte tecnico necessario para garantir o bom funcionamento dos equipamentos de TI com substituicao configuracao e instalacao de modulos partes e componentes  Instalar e configurar softwares e hardwares orientando usuarios nas especificacoes e comandos necessarios para sua utilizacao  Preparar os equipamentos de TI com os Softwares necessarios para o desenvolvimento das atividades administrativas e/ou academicas  Organizar e controlar os materiais necessarios para a execucao das tarefas de operacao ordem de servico termos de cessao/emprestimo resultados dos processamentos e suprimentos  Operar equipamentos de processamento automatizados mantendo ativa a malha de dispositivos conectados  Interpretar as mensagens exibidas no monitor adotando as medidas necessarias  Auxiliar nos planos de manutencao dos equipamentos Softwares redes de computadores e dos sistemas operacionais  Acionar e apoiar outras areas de TI em solucoes de problemas especificos  Orientar os usuarios quanto aos processos e procedimentos de TI e no correto uso dos recursos de TI  Realizar o inventario dos ativos de TI  Realizar a manutencao preventiva dos equipamentos de TI  Elaborar relatorios de sua area de atuacao  Realizar outras atividades relacionadas ao cargo. O que voce precisa ter para concorrer a vaga  Conhecimento gerais em TI Internet e Pacote Office  Experiencia na area de manutencao suporte de computadores redes e tecnologia no geral  Com formacao ou cursando ensino superior na area de TI (desejavel)  Onde voce ira trabalhar  Campus Piedade Horario  12 30  22 00 de 2a a 6a / 09 00  13 00 aos sabados Como funciona nosso processo seletivo  1. Analise dos curriculos 2. Entrevista e Inventario comportamental com nosso time de Recrutamento e Selecao 3. Entrevista Tecnica com a lideranca  Ah e vale lembrar! Nossas vagas tambem sao direcionadas para pessoas com deficiencia. Conheca o Ecossistema Anima Comecamos a nossa jornada em maio de 2003 e atualmente estamos presentes em sete estados brasileiros  Sao Paulo Minas Gerais Santa Catarina Parana Goias Bahia e Sergipe reunindo cerca de 140 mil alunos e aproximadamente 8 mil educadores entre colaboradores e docentes. Somos uma comunidade com ampla estrutura de aprendizagem multidisciplinar que transmite pertencimento e tem os estudantes no centro das decisoes. Enxergamos em cada detalhe novas formas de promover a educacao. Essa e a essencia que nos faz ser diferentes. Esse e o Jeito Anima de Ser. Estamos em busca de pessoas que se sintam estimuladas por desafios sejam empreendedores internos ouvintes atentos abertos ao aprendizado constante e gostem e saibam liderar projetos e desenvolver pessoas.;6
https://www.vagas.com.br/vagas/v2374534/engenheiro-a-de-projetos-paper-anapolis-go;Engenheiro(a) de Projetos Paper  Anapolis GO ;Engenheiro(a) de Projetos Paper  Anapolis GO   Ja pensou em trabalhar em uma multinacional de grande porte e impactar no que realmente importa? A Ecolab e o seu lugar! Nossa empresa desenvolve solucoes e tecnologias para alimentos seguros ambientes limpos prevencao de infeccoes e economia de agua aos nossos clientes em mais de 170 paises!     Estamos em busca de Estagiario(a) para fazer parte de nossa equipe lider no setor de Alimentos e Bebidas.    Acreditamos na inclusao e na promocao da diversidade em todas as suas formas. Temos como valor e premissa o respeito e valorizacao das pessoas e combatemos qualquer tipo de discriminacao. Incentivamos que todas as pessoas que se identifiquem com o perfil e requisitos da vaga se candidatem sem qualquer distincao.    Para quem e essa vaga? (Requisitos)     Ensino superior completo em qualquer Engenharia preferencia cursos que deem tambem direito a tirar o CRQ   Experiencia em suporte a servicos tecnicos ou vendas em campo   Deve possuir uma Carteira de Habilitacao valida   Experiencia com o pacote Microsoft Office.  Experiencia no processo produtivo de Papel Tissue  Disponibilidade para realizar viagens esporadicas     O que fara voce se destacar? (Diferencial)    Experiencia no setor de tratamento de agua   Experiencia em aplicacoes em programa de Coating e Release   Conhecimento pratico sobre caldeiras e sistemas de tratamento de efluentes liquidos seriam uma vantagem    Capacidade para vender produtos de valor agregado para clientes     Aptidao e confianca para lidar com grandes clientes nacionais e multinacionais    Forte aptidao mecanica    Experiencia em trabalhar com Planilhas do MS Excel    Ingles intermediario/avancado.    Quais sao as atividades?      Conduzir testes em planta para novas aplicacoes/tecnologias nos diversos tipos de aplicacoes existentes na Industria de papel  Definir junto de Vendas e Marketing os melhores programas/tecnologias para o tratamento de aguas industriais as diversas aplicacoes existentes no ramo de producao de papel   Preparar e apresentar relatorios a clientes com resultados de testes/aplicacoes    Monitorar e registrar variaveis de processo buscando por possiveis desvios    Ajustar equipamentos em conformidade com os procedimentos de operacao    Coletar realizar e/ou encaminhar amostrar para analises fisico quimicas e microbiologicas    Garantir a seguranca da planta atentando se as diretrizes de seguranca da ECOLAB e do cliente evitando acidentes identificando riscos e informando o superior direto sobre condicoes inseguras    Auxiliar/suportar o representante de distrito nas operacoes dentro do cliente.       O que te oferecemos nessa jornada? (Beneficios)  Vale Refeicao Vale Transporte Assistencia Medica e Seguro de Vida;6
https://www.vagas.com.br/vagas/v2373822/lider-de-hotelaria;Lider de Hotelaria;Qual o perfil que buscamos? Buscamos profissionais que sejam dinamicos com boa capacidade de organizacao para nutrir relacoes sustentaveis. Esperamos que cultivem um ambiente favoravel a trocas aproveitando oportunidades de colaboracao entres areas. Trabalhar na BP significa abracar o que acreditamos Somos apaixonados pelo que fazemos inclusivos acolhedores e vivazes. Como e no dia a dia? Assegurar as limpezas concorrente/terminal observando os procedimentos e tecnicas de higienizacao e limpeza por meio de check  list sinalizando as necessidades de manutencao de todo o ambiente   Controlar o consumo de materiais por meio de solicitacoes analisando as necessidades de cada setor observando o padrao  pre estabelecido do consumo semanal/mensal   Garantir a quantidade diaria de colaboradores por meio de escalas diaria/mensal realizando o remanejamento necessario  Controlar a utilizacao de EPIs e EPCs por meio de rondas e controle de distribuicao dos mesmos  Promover treinamentos para os colaboradores para atualizacao e reciclagem de tecnicas utilizadas buscando o desenvolvimento de  todos e aperfeicoamento de todos   Acompanhar e controlar faltas ferias escalas mensal/diaria por meio do sistema  Assegurar o padrao de qualidade dos servicos de higienizacao e limpeza por meio de rondas e elaboracao de controles para a  garantia do trabalho   Fornecer produtos quimicos para a execucao da limpeza por meio de diluicao e controle  Desempenhar suas atividades de acordo com as praticas de cultura de seguranca instituidas na organizacao. Para essa vaga e essencial ter  Ensino medio completo  Vivencia na Funcao.  Diferenciais   Diferenciais Atuacao na area da saude. Carga Horaria   A combinar Unidade  Hospital BP Paulista (Proximo ao Metro Vergueiro) O que oferecemos?  Vale transporte  Refeitorio no Local    Vale alimentacao   Assistencia Medica  Assistencia Odontologica   Kit Natal   Viva 365 Acoes e programas no ambito das 5 saudes  emocional intelectual fisico social e financeiro. Tais como   PAP (Programa de Apoio Pessoal) canal de comunicacao formado por uma ampla equipe de especialistas (psicologos assistentes sociais advogados pedagogos nutricionistas fisioterapeutas educadores fisicos consultores financeiros e pet consultores).   Nucleo de Saude do Colaborador servico de telemedicina pronto atendimento e agendamentos exclusivo para colaboradores com medicos generalistas psicologos fisioterapeutas e acupuntura dentro da BP.   Excelente porque somos plurais! Somos mais de 7000 colaboradores e aqui levamos a serio a diversidade. Cada pessoa que compoe a BP tem uma historia de vida uma trajetoria uma visao de mundo. E ao somarmos essas visoes vemos os desafios que temos de outros angulos trazendo novas respostas para as velhas perguntas e ajudando a fazer novas perguntas. E dessa forma que a inovacao esta sempre presente de uma forma pratica funcional e que melhora a vida das pessoas. E assim vamos engrandecendo o nosso jeito de ser BP. Se identificou? Estamos empolgados pra contar com voce na BP! #VemSerBP  Quer saber mais sobre nos? Acesse nossas redes  Linkedin  Facebook /bporgbr  Instagram;6
https://www.vagas.com.br/vagas/v2381614/agente-de-campo-nivel-ii-pmap-sp-19024;Agente de Campo  Nivel II  PMAP SP  19024;A Fundacao de Desenvolvimento da Pesquisa do Agronegocio  FUNDEPAG admite   Funcao Agente de Campo  Nivel II Numero de vagas 01 (uma) Carga horaria 44 horas semanais Remuneracao R$ 1.817 12 Beneficios   VT (Vale Transporte)  VA (Vale Alimentacao)  Seguro de vida Desconto no salario base para vale transporte = 6%  Local de trabalho  Municipio de Bertioga / SP.  RESPONSABILIDADES Sera responsavel por conduzir as atividades relacionadas ao monitoramento das atividades de pesca realizadas no Municipio de Bertioga atraves de deslocamento entre os diferentes pontos de descargas utilizados pelos pescadores no municipio. O monitoramento se dara atraves da realizacao de entrevistas para coleta de dados e registro de outras informacoes socioeconomicas e relacionadas a atividade de pesca junto a pescadores mestres de embarcacoes proprietarios de embarcacoes ajudantes de pesca e demais atores envolvidos ou relacionados com a cadeia produtiva da pesca que atuam no Municipio de Bertioga ou que eventualmente venham a realizar atividades de pesca no municipio. Alem das atividades relacionadas a coleta de dados no Municipio de Bertioga o profissional contratado podera auxiliar quando solicitado ou por motivo de substituicao parcial ou temporaria a desempenhar suas funcoes em municipios vizinhos (Guaruja Santos ou Cubatao). Para o desempenho de suas funcoes o contratado devera ficar sediado no Municipio de Bertioga. O contratado estara tecnica e administrativamente vinculado e sob supervisao de superior alocado no Instituto de Pesca em Santos na Unidade Laboratorial de Referencia em Controle Estatistico da Producao Pesqueira Marinha.  DESCRICAO DAS ATIVIDADES  Realizar entrevistas com pescadores mestres de embarcacoes ou ajudantes de pesca para registro das informacoes das viagens/atividades de pesca (duracao e direcao) area de atuacao na pesca posicionamento geografico das operacoes depesca lista de especies ou categorias de pescado capturadas quantidades capturadas por especie/categoria preco de primeira comercializacao do pescado ou preco da praca de pesca onde ocorreu a descarga esforco de pesca empregado na atividade descritivo dos aparelhos de pesca empregados entre outras informacoes pertinentes que possibilitem a correta caracterizacao da atividade de pesca  Seguir as orientacoes e instrucoes para a coleta de dados apresentadas no documento Protocolo de Preenchimento da Ficha de Coleta de Dados Pesqueiros que sera fornecido ao contratado junto com a capacitacao  Fazer o acompanhamento das atividades de descarga de pescado nos locais de descarga ao longo do Municipio de Bertioga devidamente designados pelo Monitor de Campo Coordenador Regional ou Gerente do Projeto  Realizar a analise critica das fichas de dados preenchidas durante as entrevistas a fim de verificar ausencia de informacoes ou incoerencias  Realizar rotina diaria de verificacao das informacoes de pesca obtidas e que serao encaminhadas para insercao na base de dados referente a area sob sua responsabilidade (Municipio de Bertioga SP)  Administrar as rotinas de trabalho diario para coleta de dados da atividade pesqueira realizadas na area do Municipio de Bertioga sob sua responsabilidade   Acompanhar e reportar ao Monitor de Campo (FUNDEPAG) e a Coordenacao Regional (Instituto de Pesca) eventuais alteracoes modificacoes fechamento juncao ou migracao de locais de descarga de pescado ou destinados a atividade de pesca  Reportar ao Monitor de Campo (FUNDEPAG) a Coordenacao Regional (Instituto de Pesca) Gerencia do Projeto (FUNDEPAG) e/ou Coordenacao Geral do Projeto (Instituto de Pesca) eventuais falhas dificuldades ou problemas relacionados a obtencao das informacoes de pesca  Colaborar nas acoes de coleta de dados complementares e na articulacao institucional (do programa PMAP SP e das instituicoes envolvidas IP / FUNDEPAG)  Colaborar com o Monitor de Campo Coordenador Regional do Litoral Centro e Gerente do Projeto nas acoes de articulacao institucional e na melhoria do sistema de coleta de dados  Organizar zelar controlar e requerer reposicao de material de trabalho uniforme e Equipamento de Protecao Individual (EPI) disponibilizados para a realizacao do trabalho de monitoramento e coleta de dados.   QUALIFICACOES PROFISSIONAIS  Formacao minima Ensino Medio Completo  Experiencia profissional comprovada de trabalho desejavel na area de pesca  Conhecimento pratico no uso de ferramentas/programas computacionais  Dinamismo independencia proatividade boa comunicacao fluencia verbal e capacidade de trabalho em equipe multidisciplinar.   REQUISITOS TECNICOS ESPERADOS  Conhecimentos basicos sobre a atividade de pesca na regiao.  REQUISITO OBRIGATORIO Possuir Carteira Nacional de Habilitacao  CNH valida nas Categorias A ou B ou AB.;6
https://www.vagas.com.br/vagas/v2383631/estagiario-engenharia-da-computacao-analise-e-desenvolvimento-de-sistemas-ti-ou-sistemas-de-informacao-rj;Estagiario (Engenharia da Computacao Analise e Desenvolvimento de Sistemas TI ou Sistemas de Informacao) RJ;O FI Group busca de um Estagiario(a) de TI para atuar na area de Consultoria no nosso escritorio em Sao Paulo (Avenida Paulista).  Como Estagiario(a) voce ira   Auxiliar na elaboracao dos documentos internos do setor  Ajustar e atualizar dados de clientes  Quando solicitado realizar atendimento ao cliente  Prestar suporte em reunioes  Compilar dados de relatorios tecnicos  Atender as demais demandas do processo de trabalho na area.   Esperamos que voce tenha  Graduacao em andamento Sistemas de Informacao Engenharia da Computacao Engenharia de Software Analise e Desenvolvimento de Sistemas Tecnologia da Informacao Ciencia da Computacao e cursos correlatados (TI).  Sera um diferencial se voce tiver   Pacote Office   Ingles  Espanhol  Cursos e Especializacoes na area.   O Que Oferecemos no FI Group   Bolsa Auxilio   Vale Refeicao   Beneficios Flexiveis   Plano de Saude   Plano Odontologico   Auxilio Home Office   Seguro de vida   Vale Transporte. Muita possibilidade de crescimento! Temos muito a crescer e esperamos fortemente que voce nos ajude com isso! Ficou interessado(a)? Inscreva se e conheca mais sobre nosso time. #VemSerFI;6
https://www.vagas.com.br/vagas/v2382779/estagiario-de-desenvolvimento-ti;Estagiario de Desenvolvimento TI;Atividades  Suporte nas rotinas da area de desenvolvimento  Auxiliar na sustentacao de sistemas(.NET) e buscar melhorias para a area  Suporte na elaboracao de relatorios.Conhecimento em linguagem de programacaoCursando Ciencias da Computacao Analise de Sistemas Sistema da Informacao ou afins  Pacote Office  (Intermediario). Vivencia na area de Desenvolvimento        Outros requisitos  Cursando Ciencias da Computacao Analise de Sistemas Sistema da Informacao ou afins   Conclusao de curso superior em 1 ano.  Pacote Office (Intermediario).;6
https://www.vagas.com.br/vagas/v2376328/analista-desenvolvedor-trainee-ti-programa-jovens-profissionais;Analista Desenvolvedor Trainee  TI (Programa Jovens Profissionais);O profissional sera contratado para o Programa de Formacao de Jovens Profissionais da Indra que consiste em um grupo de estudantes de TI que serao formados e participarao de projetos de desenvolvimento de solucoes e melhorias de sistemas. Se voce tem interesse em atuar com desenvolvimento em Java cadastre se nessa vaga e vamos conversar!     O desenvolvedor sera responsavel pela analise e programacao e realizacao de testes unitarios      Atuara tambem com manutencao de legados e novas funcionalidades.    Outros requisitos        Estar cursando ou recem formado do curso de graduacao em areas relativas a TI como Tecnologia Analise e Desenvolvimento de sistemas Ciencia da Computacao Engenharia da Computacao Sistemas da Informacao. . Residir em Sao Paulo . Vaga CLT + Beneficios . Atuacao  Presencial x remota Requisitos desejaveis   Conhecimentos em Java  Cursos em TI** Necessario se inscrever no link https //indra.gupy.io/job/eyJqb2JJZCI6MTc0NDU0Nywic291cmNlIjoic2hhcmluZ19saW5rZWRpbiJ9?jobBoardSource=sharing_linkedin;6
https://www.vagas.com.br/vagas/v2370892/analista-de-testes-belo-horizonte;Analista de Testes  Belo Horizonte;"Requisitos Obrigatorios  Formacao superior completa em Ciencia da Computacao ou afins. Experiencia em  Testes de Software (Teste caixa branca teste caixa preta teste integrado teste de seguranca teste de usabilidade etc.)  Desenvolvimento de Casos de Teste Roteiro de Teste e Analise de Requisitos de Software  Conhecimentos Basicos em PL/SQL  Automacao de Testes WEB (Selenium WebDriver ou similar). Requisitos Desejaveis  Automacao de Testes Mobile  Vivencia com Team Foundation Server (TFS) GIT e similares  Vivencia em Metodologias Ageis preferencialmente Scrum  Nocoes Basicas de UX (User Experience). Principais Atividades  Desenvolvimento de Documentacoes de Teste  Realizacao de Testes e Validacao de Sistemas  Desenvolvimento de Automacao de Testes de Sistemas Web e Mobile  Apoio a Analise de Requisitos de Sistemas  Apoio a Definicoes de Layout e Usabilidade de Sistemas  Suporte a usuarios de Sistemas. Oferecemos  Salario compativel com o mercado.  Beneficios  Vale transporte Vale refeicao Assistencia medica Assistencia odontologica Plano de previdencia privada Participacao nos lucros apos o primeiro ano de empresa. ""Vaga destinada tambem para pessoas com deficiencia conforme lei 8.231/91.""";6
